numeroPedido,clienteId,fechaEntrega,estado,zonaEntrega,requiereRefrigeracion
X00002429,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002430,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002430,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002432,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002433,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002434,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00002435,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00002436,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00002437,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0002438,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002438,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002440,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002441,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002442,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00002443,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00002444,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00002445,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0002446,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002446,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002448,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002449,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002450,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00002451,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00002452,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00002453,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002454,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002454,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002456,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002457,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002458,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00002459,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00002460,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00002461,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0002462,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002462,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002464,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002465,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002466,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00002467,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00002468,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00002469,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0002470,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002470,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002472,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002473,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002474,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00002475,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00002476,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00002477,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002478,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002478,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002480,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002481,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002482,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00002483,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00002484,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00002485,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0002486,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002486,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002488,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002489,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002490,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00002491,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00002492,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00002493,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0002494,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002494,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002496,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002497,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002498,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00002499,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00002500,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00002501,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002502,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002502,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002504,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002505,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002506,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00002507,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00002508,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00002509,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0002510,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002510,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002512,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002513,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002514,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00002515,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00002516,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00002517,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0002518,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002518,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002520,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002521,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002522,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00002523,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00002524,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00002525,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002526,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002526,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002528,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002529,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002530,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00002531,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00002532,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00002533,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0002534,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002534,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002536,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002537,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002538,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00002539,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00002540,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00002541,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0002542,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002542,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002544,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002545,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002546,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00002547,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00002548,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00002549,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002550,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002550,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002552,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002553,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002554,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00002555,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00002556,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00002557,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0002558,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002558,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002560,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002561,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002562,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00002563,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00002564,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00002565,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0002566,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002566,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002568,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002569,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002570,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00002571,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00002572,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00002573,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002574,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002574,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002576,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002577,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002578,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00002579,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00002580,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00002581,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0002582,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002582,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002584,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002585,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002586,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00002587,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00002588,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00002589,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0002590,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002590,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002592,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002593,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002594,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00002595,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00002596,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00002597,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002598,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002598,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002600,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002601,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002602,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00002603,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00002604,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00002605,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0002606,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002606,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002608,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002609,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002610,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00002611,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00002612,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00002613,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0002614,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002614,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002616,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002617,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002618,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00002619,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00002620,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00002621,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002622,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002622,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002624,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002625,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002626,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00002627,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00002628,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00002629,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0002630,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002630,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002632,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002633,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002634,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00002635,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00002636,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00002637,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0002638,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002638,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002640,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002641,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002642,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00002643,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00002644,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00002645,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002646,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002646,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002648,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002649,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002650,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00002651,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00002652,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00002653,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0002654,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002654,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002656,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002657,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002658,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00002659,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00002660,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00002661,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0002662,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002662,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002664,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002665,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002666,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00002667,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00002668,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00002669,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002670,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002670,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002672,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002673,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002674,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00002675,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00002676,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00002677,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0002678,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002678,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002680,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002681,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002682,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00002683,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00002684,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00002685,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0002686,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002686,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002688,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002689,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002690,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00002691,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00002692,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00002693,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002694,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002694,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002696,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002697,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002698,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00002699,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00002700,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00002701,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0002702,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002702,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002704,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002705,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002706,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00002707,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00002708,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00002709,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0002710,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002710,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002712,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002713,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002714,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00002715,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00002716,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00002717,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002718,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002718,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002720,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002721,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002722,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00002723,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00002724,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00002725,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0002726,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002726,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002728,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002729,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002730,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00002731,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00002732,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00002733,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0002734,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002734,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002736,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002737,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002738,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00002739,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00002740,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00002741,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002742,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002742,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002744,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002745,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002746,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00002747,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00002748,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00002749,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0002750,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002750,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002752,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002753,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002754,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00002755,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00002756,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00002757,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0002758,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002758,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002760,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002761,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002762,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00002763,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00002764,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00002765,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002766,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002766,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002768,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002769,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002770,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00002771,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00002772,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00002773,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0002774,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002774,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002776,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002777,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002778,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00002779,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00002780,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00002781,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0002782,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002782,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002784,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002785,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002786,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00002787,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00002788,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00002789,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002790,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002790,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002792,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002793,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002794,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00002795,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00002796,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00002797,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0002798,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002798,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002800,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002801,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002802,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00002803,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00002804,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00002805,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0002806,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002806,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00002808,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00002809,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00002810,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00002811,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00002812,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00002813,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0002814,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0002814,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
